" Appointment"," OTP"," Member"," Affiliation"," Start date"," End date"," Status"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","HAIJUN, Yang","Shanghai(China)","2018-01-01","2019-12-31","inactive"
"Convener of subgroup: Jets and Dark Matter (JDM) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","NING, Zhou","Shanghai(China)","2014-04-01","2015-03-31","inactive"
"Collaboration Board Chair // General // Collaboration Board",".3","DAVIDE, Costanzo","Sheffield(United Kingdom)","2026-01-01","2027-12-31","upcoming"
"Collaboration Board Deputy Chair // General // Collaboration Board",".3","DAVIDE, Costanzo","Sheffield(United Kingdom)","2028-01-01","2028-12-31","upcoming"
"Collaboration Board Deputy Chair // General // Collaboration Board",".3","DAVIDE, Costanzo","Sheffield(United Kingdom)","2025-01-01","2025-12-31","active"
"Physics Coordinator // Activities and Detector Projects // Physics",".3","DANIEL, Tovey","Sheffield(United Kingdom)","2016-10-01","2017-09-30","inactive"
"Physics Deputy Coordinator // Activities and Detector Projects // Physics",".3","DANIEL, Tovey","Sheffield(United Kingdom)","2015-10-01","2016-09-30","inactive"
"Computing Coordinator // Activities and Detector Projects // Software and Computing",".24","DAVIDE, Costanzo","Sheffield(United Kingdom)","2018-10-01","2019-09-30","inactive"
"Computing Deputy Coordinator // Activities and Detector Projects // Software and Computing",".24","DAVIDE, Costanzo","Sheffield(United Kingdom)","2017-10-01","2018-09-30","inactive"
"Run Coordinator // Activities and Detector Projects // Run Coordination","0","TREVOR, Vickey","Sheffield(United Kingdom)","2021-03-01","2022-02-28","inactive"
"Run Deputy Coordinator // Activities and Detector Projects // Run Coordination","0","TREVOR, Vickey","Sheffield(United Kingdom)","2020-03-01","2021-02-28","inactive"
"ID IB Chair // Activities and Detector Projects // Inner Detector (ID)",".15","TREVOR, Vickey","Sheffield(United Kingdom)","2019-03-01","2020-02-29","inactive"
"SCT IB Chair // Activities and Detector Projects // Inner Detector (ID) // SCT",".15","TREVOR, Vickey","Sheffield(United Kingdom)","2018-04-01","2020-03-31","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","DAVIDE, Costanzo","Sheffield(United Kingdom)","2013-03-01","2015-02-28","inactive"
"Authorship Committee Chair // General // Authorship Committee",".15","DAVIDE, Costanzo","Sheffield(United Kingdom)","2015-03-01","2016-02-29","inactive"
"Authorship Committee member // General // Authorship Committee // Appointments",".15","DAVIDE, Costanzo","Sheffield(United Kingdom)","2013-03-01","2016-02-29","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","TREVOR, Vickey","Sheffield(United Kingdom)","2011-03-01","2014-02-28","inactive"
"SCAB Member // General // Speakers Committee Advisory Board (SCAB) // Appointments",".15","DAVIDE, Costanzo","Sheffield(United Kingdom)","2022-03-01","2024-02-29","inactive"
"Convener Egamma CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2023-10-01","2025-09-30","active"
"Convener Egamma CP // Activities and Detector Projects // Physics // Combined Performance Groups",".3","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2015-10-01","2017-09-30","inactive"
"Convener SUSY WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","DANIEL, Tovey","Sheffield(United Kingdom)","2021-09-20","2022-01-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","DANIEL, Tovey","Sheffield(United Kingdom)","2010-01-01","2011-12-31","inactive"
"DP - Data Quality Convener // Activities and Detector Projects // Data Preparation // Data Quality","0","PER DANIEL CONNY, Johansson","Sheffield(United Kingdom)","2020-09-01","2021-11-30","inactive"
"DP - Data Quality Convener // Activities and Detector Projects // Data Preparation // Data Quality","0","PER DANIEL CONNY, Johansson","Sheffield(United Kingdom)","2019-09-01","2020-08-31","inactive"
"DP - Data Quality Convener // Activities and Detector Projects // Data Preparation // Data Quality","0","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2018-09-01","2019-08-31","inactive"
"DP - Non-collision Background Group Convener (NCB) // Activities and Detector Projects // Data Preparation // Background","0","DANIEL, Tovey","Sheffield(United Kingdom)","2015-03-01","2015-09-30","inactive"
"DP - Data Curation and Characterisation (DCC) Coordinator (previously Metadata Coordinator) // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM) // Database and Metadata Evolution","0","DAVIDE, Costanzo","Sheffield(United Kingdom)","2017-01-01","2018-04-30","inactive"
"Convener of subgroup: Electroweak Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2016-10-01","2017-09-30","inactive"
"Convener of subgroup: PDF Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2015-10-01","2016-09-30","inactive"
"Convener of subgroup: HZZ (HSG2) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2020-10-01","2022-09-30","inactive"
"Convener of subgroup: HZZ (HSG2) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2012-04-01","2013-03-31","inactive"
"Convener of subgroup: HWW (HSG3) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2019-04-15","2021-03-31","inactive"
"Convener of subgroup: HLep / Htautau (HSG4) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","0","TREVOR, Vickey","Sheffield(United Kingdom)","2011-04-01","2012-03-31","inactive"
"Convener of subgroup: 3rd Generation Squarks (discontinued on 31.03.2020) // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","","CALUM MICHAEL, Macdonald","Sheffield(United Kingdom)","2018-10-01","2020-03-31","inactive"
"Convener of subgroup: Jet/Etmiss Software and Validation (JSV) // Activities and Detector Projects // Physics // Combined Performance Groups // Jet/Etmiss CP group","","MARK, Hodgkinson","Sheffield(United Kingdom)","2014-10-01","2015-09-30","inactive"
"Upgrade Software Coordinator (discontinued; integrated in Computing & Software) // Activities and Detector Projects // Upgrade Coordination // General",".4","DAVIDE, Costanzo","Sheffield(United Kingdom)","2014-06-01","2016-05-31","inactive"
"Convener of subgroup: Electron Identification and Efficiencies // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2016-09-01","2016-12-31","inactive"
"Convener of subgroup: Electron Identification and Efficiencies // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2012-05-01","2015-10-31","inactive"
"Convener of subgroup: Reconstruction and Software // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2013-07-01","2015-10-31","inactive"
"Convener of subgroup: Reconstruction and Software // Activities and Detector Projects // Physics // Combined Performance Groups // Egamma CP group","0","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2017-10-01","2018-09-30","inactive"
"Reconstruction Coordinator // Activities and Detector Projects // Software and Computing // Software","0","MARK, Hodgkinson","Sheffield(United Kingdom)","2016-10-01","2023-06-06","inactive"
"Reconstruction Coordinator // Activities and Detector Projects // Software and Computing // Software","0","CHRISTOS, Anastopoulos","Sheffield(United Kingdom)","2022-10-01","2025-03-31","active"
"Physics Validation Coordinator // Activities and Detector Projects // Software and Computing // Software","0","MARK, Hodgkinson","Sheffield(United Kingdom)","2015-09-12","2016-09-30","inactive"
"SCT Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // SCT // Level-3 Coordinators","","PER DANIEL CONNY, Johansson","Sheffield(United Kingdom)","2014-07-01","2015-07-31","inactive"
"Software & Computing Speakers Committee Member // Activities and Detector Projects // Software and Computing // General","0","MARK, Hodgkinson","Sheffield(United Kingdom)","2024-07-01","2027-06-30","active"
"Computing Resource Management (CREM) Chair // Activities and Detector Projects // Software and Computing // Computing Resources",".1","DAVIDE, Costanzo","Sheffield(United Kingdom)","2023-10-08","2025-02-28","active"
"Derivation Release Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","OANA, Vickey Boeriu","Sheffield(United Kingdom)","2018-10-01","2025-09-30","active"
"Convener of subgroup: Strong Production // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","0","CALUM MICHAEL, Macdonald","Sheffield(United Kingdom)","2020-04-01","2020-06-30","inactive"
"ITk Strip Resources Manager // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips","","TREVOR, Vickey","Sheffield(United Kingdom)","2023-08-01","2025-09-30","active"
"ADAM Coordinator // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM)","","DAVIDE, Costanzo","Sheffield(United Kingdom)","2021-01-01","2022-12-31","inactive"
"Convener LHC Electroweak WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2016-10-01","2017-09-30","inactive"
"Convener LHC EFT WG // Activities and Detector Projects // Physics // Physics Analysis Groups // LHC Working Groups","","KRISTIN, Lohwasser","Sheffield(United Kingdom)","2020-10-01","2023-09-30","inactive"
"ID DQ coordinator // Activities and Detector Projects // Inner Detector (ID) // ID General // Level-3 Coordinators","","PER DANIEL CONNY, Johansson","Sheffield(United Kingdom)","2022-01-01","2024-12-31","inactive"
"ID DQ coordinator // Activities and Detector Projects // Inner Detector (ID) // ID General // Level-3 Coordinators","","PER DANIEL CONNY, Johansson","Sheffield(United Kingdom)","2025-01-01","2026-02-28","active"
"ITk Strip Production Simulation Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","THEODORE, Zorbas","Sheffield(United Kingdom)","2021-10-01","2025-09-30","active"
"Muon TGC Coordinator // Activities and Detector Projects // Muon Spectrometer // TGC","","KENTARO, Kawade","Shinshu(Japan)","2018-03-01","2019-02-28","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","MARKUS, Cristinziani","Siegen(Germany)","2020-10-01","2023-09-30","inactive"
"Convener Top WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","MARKUS, Cristinziani","Siegen(Germany)","2010-10-01","2012-09-30","inactive"
"Trigger Muon Signature Coordinator // Activities and Detector Projects // Trigger // Trigger Menu and Performance","0","CARMEN, Diez Pardos","Siegen(Germany)","2020-09-21","2022-09-30","inactive"
"Convener of subgroup: Rare Decays // Activities and Detector Projects // Physics // Physics Analysis Groups // B-Physics and Light States group","0","WOLFGANG, Walkowiak","Siegen(Germany)","2008-10-01","2010-09-30","inactive"
"Convener of subgroup: Rare Decays // Activities and Detector Projects // Physics // Physics Analysis Groups // B-Physics and Light States group","0","ISKANDER, Ibragimov","Siegen(Germany)","2017-04-01","2018-03-31","inactive"
"Convener of subgroup: Hbb // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","ELISABETH, Schopf","Siegen(Germany)","2021-10-01","2023-09-30","inactive"
"Convener of subgroup: Tracking and Vertexing for Prompt and Displaced Particles // Activities and Detector Projects // Physics // Combined Performance Groups // Tracking CP group","","VADIM, Kostyukhin","Siegen(Germany)","2020-04-01","2023-03-31","inactive"
"Convener of subgroup: Algorithms and Performance // Activities and Detector Projects // Physics // Combined Performance Groups // Flavour tagging CP group","0","MARKUS, Cristinziani","Siegen(Germany)","2017-10-01","2019-09-30","inactive"
"SCT Run Coordinator // Activities and Detector Projects // Inner Detector (ID) // SCT // Level-3 Coordinators","","ELISABETH, Schopf","Siegen(Germany)","2024-01-01","2024-06-30","inactive"
